,business_name,user_name,stars,weight
2780,Grabbagreen Food & Juice,Stefany,4,47
2781,Mordeo Boutique Wine Bar,Suki,5,81
2782,Nora's Italian Cuisine,Jassmynn,4,0
2783,Hofbräuhaus Las Vegas,Mallory,3,2
2784,Sea Salt Sushi & Oyster,Lisa,5,5
2785,Carson Kitchen,Chanel,5,0
2786,Nora's Italian Cuisine,Renee,3,18
2787,STK Las Vegas,Ida,5,2
2788,Holsteins,Alex,4,1
2789,Hearthstone Kitchen & Cellar,Aseem,4,0
2790,Jammyland,Lauren,5,0
2791,Kabuki Japanese Restaurant,Sandy,4,14
2792,Umiya Sushi,David,4,46
2793,Holsteins,Simon,4,0
2794,Rachel's Kitchen,Darnell,5,0
2795,La Cave Wine and Food Hideaway,Walt,4,1
2796,Hofbräuhaus Las Vegas,Chad,5,2
2797,Sea Salt Sushi & Oyster,Alex,5,1
2798,Hearthstone Kitchen & Cellar,Tierney,4,0
2799,LAVO Italian Restaurant & Lounge,Patrick,4,1
2800,Sparrow + Wolf,Georgette,4,8
2801,WingNutz,Ray,4,1
2802,STK Las Vegas,Rachael,5,4
2803,Carson Kitchen,Steve,5,2
2804,Rachel's Kitchen,Tiffany,4,103
2805,LAVO Italian Restaurant & Lounge,Angela,5,4
2806,Benihana,Mariah,5,0
2807,Nobu,Lauren,5,1
2808,Yard House,Glenn,5,3
2809,Mordeo Boutique Wine Bar,Vince,5,10
2810,Red Rock Casino Resort & Spa,Chantalle,4,0
2811,Mordeo Boutique Wine Bar,Tamara,5,1
2812,Dom DeMarco's Pizzeria & Bar,Teri,4,4
2813,Charlie's Bar + Grill,Amit,4,4
2815,Nobu,Izanami,2,8
2816,The Still,Brandon,2,15
2817,Pt's Pub,Emily,3,8
2818,Sushi Takashi,Rod,4,63
2819,Mordeo Boutique Wine Bar,Cindy,4,4
2820,Makino Sushi & Seafood Buffet,Tiffany,3,3
2821,La Cave Wine and Food Hideaway,Ilona,5,3
2822,Sparrow + Wolf,Jennifer,4,4
2824,Mordeo Boutique Wine Bar,Eric,3,20
2825,Hofbräuhaus Las Vegas,Ruben,5,2
2826,Carson Kitchen,Michelle,5,10
2827,Hofbräuhaus Las Vegas,David,4,15
2828,Sparrow + Wolf,David,5,6
2829,Red Rock Casino Resort & Spa,Alicia,5,1
2830,Red Rock Casino Resort & Spa,Steve,3,3
2831,Hearthstone Kitchen & Cellar,Norm,4,20
2832,Pokeman,Steve,3,3
2833,LAVO Italian Restaurant & Lounge,Mark,5,3
2834,Rachel's Kitchen,Joe,5,0
2835,Naked Fish's Sushi & Grill,Supatra,4,0
2836,Holsteins,Cari,5,4
2837,Yard House,Cliff,4,0
2838,Sushi Takashi,Cody,1,2
2839,Carson Kitchen,Rod,5,79
2840,Rachel's Kitchen,Larissa,4,2
2841,Holsteins,Holly,4,0
2842,Moon Doggies,Dave,4,4
2843,Umiya Sushi,Fiona,4,14
2844,Yard House,Kori,5,1
2845,Pokeman,Alex,5,6
2846,Ninja Teriyaki - Sushi 2 Go,Nicole,5,0
2847,Makino Sushi & Seafood Buffet,Jacque,2,2
2848,STK Las Vegas,Zaid,5,3
2849,Dom DeMarco's Pizzeria & Bar,Tim,2,19
2850,Sushi Bar Sage,Keturah,3,3
2851,Holsteins,Corrina,4,5
2852,Morels French Steakhouse & Bistro,Jason,4,0
2853,Nora's Italian Cuisine,Jenni,5,0
2854,Mordeo Boutique Wine Bar,Sarah,5,8
2855,Nobu,Destinie,5,13
2856,Charlie's Bar + Grill,Lisa,4,9
2857,Tilted Kilt Pub & Eatery,Lisa,3,8
2858,Greens and Proteins,Joiisey,5,2
2859,Carson Kitchen,Mirit,5,0
2860,Carson Kitchen,Sarah,4,0
2861,Sparrow + Wolf,Mel,3,2
2862,LAVO Italian Restaurant & Lounge,Amber,4,12
2863,Dom DeMarco's Pizzeria & Bar,Priya,5,12
2864,Sparrow + Wolf,Cheyenne,5,2
2865,Carson Kitchen,Mitzi,5,4
2866,Yama Sushi,Merisenda,4,8
2867,Naked Fish's Sushi & Grill,Selina,5,1
2868,Carson Kitchen,Lene,4,40
2869,Sushi Takashi,Jennifer,5,10
2870,Mordeo Boutique Wine Bar,Alex,5,15
2871,Jake & Eli,Tania,5,3
2872,Mordeo Boutique Wine Bar,Lisa,5,4
2873,Mordeo Boutique Wine Bar,Brian,5,16
2874,Blueberry Hill Family Restaurant ,Norm,3,19
2875,STK Las Vegas,Natasha,5,12
2876,Red Rock Casino Resort & Spa,Susan,5,96
2877,SC Prime Steakhouse & Bar,Tiffany,5,178
2878,Holsteins,Theresa,4,10
2879,Carson Kitchen,Ashley,4,1
2880,Bajamar Seafood & Tacos,Saudizareth,5,3
2881,Hofbräuhaus Las Vegas,Jon,3,5
2882,Hofbräuhaus Las Vegas,Stefanie,3,5
2883,Jammyland,Patrick,3,1
2884,Miller's Ale House - Las Vegas,Mary,3,7
2885,Sushi Takashi,Ploi,4,5
2886,Sea Salt Sushi & Oyster,Rachel,3,2
2887,Umiya Sushi,Amy,1,9
2888,Nine Fine Irishmen,Malini,4,0
2889,Jammyland,Mary,5,11
2890,Holsteins,Catalina,3,10
2891,Sushi Takashi,Emil,4,11
2892,Dom DeMarco's Pizzeria & Bar,Joiisey,4,1
2893,Sparrow + Wolf,Emily,2,9
2894,Bonsai Japanese Steak & Sushi,Nicole,4,14
2895,Morels French Steakhouse & Bistro,Jay,5,1
2896,Blueberry Hill Family Restaurant ,Jay,3,0
2898,Hofbräuhaus Las Vegas,Chuck,5,2
2899,La Comida,Annamarie,3,2
2900,Holsteins,Todd,5,1
2901,Oscar's Steakhouse,Steve,5,12
2902,La Salsa Cantina Mexican Fare,Daphne,2,13
2903,Holsteins,Park,3,16
2904,Hofbräuhaus Las Vegas,Pauline,5,2
2905,STK Las Vegas,Cari,5,18
2906,Oscar's Steakhouse,Norm,3,28
2907,Nobu,Mark,5,5
2908,Nine Fine Irishmen,Cindy,3,6
2909,Nora's Italian Cuisine,Tara,4,2
2910,Moon Doggies,Christina,3,2
2911,Nine Fine Irishmen,Lene,4,57
2912,Charlie's Bar + Grill,Dennis,5,8
2913,Sparrow + Wolf,Bryan,4,6
2914,Robert Irvine's Public House,kyle,2,4
2915,Umiya Sushi,Klair,3,2
2916,La Cave Wine and Food Hideaway,Paul,4,0
2917,Ganzy Karaoke,Charles,4,4
2918,Hofbräuhaus Las Vegas,Kristen,3,1
2919,Sparrow + Wolf,Andy,5,4
2920,Red Rock Casino Resort & Spa,Melissa,4,0
2921,Hofbräuhaus Las Vegas,Cynthia,5,6
2922,Hofbräuhaus Las Vegas,Bryan,4,2
2923,Holsteins,Kelsey,1,9
2924,Hofbräuhaus Las Vegas,Paul,5,3
2925,Bajamar Seafood & Tacos,Myron,5,0
2926,Sparrow + Wolf,Theresa,5,6
2927,Makino Sushi & Seafood Buffet,Carolyn,4,8
2928,Carson Kitchen,Elle,5,2
2929,Bajamar Seafood & Tacos,Christine,5,71
2930,Shizen Japanese Restaurant,Anissa,1,4
2931,Holsteins,Pili,5,0
2932,Nobu Las Vegas,Verlaine,5,3
2933,Robert Irvine's Public House,Wink,3,2
2935,Greens and Proteins,Michelle,4,2
2936,Ono Sushi,Judy,4,11
2937,Yard House,David,5,3
2938,Mordeo Boutique Wine Bar,Christina,5,8
2939,Red Rock Casino Resort & Spa,Brien,5,4
2940,Nobu,Sara,5,0
2941,Nobu,Farrah,1,17
2942,Blueberry Hill Family Restaurant ,Candy,4,30
2943,Yama Sushi,Jessa,4,0
2944,Kabuki Japanese Restaurant,Donna,4,3
2945,STK Las Vegas,Verlaine,4,3
2946,Oscar's Steakhouse,Yvonne,4,0
2947,Yama Sushi,Kerry,5,0
2948,Robert Irvine's Public House,Joe,3,0
2949,Carson Kitchen,Kelly,5,1
2950,Oscar's Steakhouse,David,4,7
2951,Robert Irvine's Public House,Michael,5,12
2952,Ono Sushi,Ivy,5,8
2953,La Comida,Juliana,3,3
2954,Crab Corner,Rodrigo,2,2
2955,Nobu,Cecilia,3,3
2956,Crazy Pita Rotisserie & Grill,M-Lin,4,5
2957,Yama Sushi,Cassie,5,2
2958,Sushi Cruise,Jay,5,0
2959,Hon Pocha,Sarah,4,6
2960,Dom DeMarco's Pizzeria & Bar,Adam,5,1
2961,Hofbräuhaus Las Vegas,Lisa,4,5
2962,Nobu,Michael,5,28
2963,Blueberry Hill Family Restaurant ,Eric,4,14
2964,Yard House,Keith,1,0
2965,Sushi Takashi,Tamara,4,0
2966,Hofbräuhaus Las Vegas,Kristin,3,6
2968,Memphis Championship Barbecue,Justin,4,13
2969,Holsteins,Fredric,3,0
2970,Red Rock Casino Resort & Spa,Michael,4,5
2971,STK Las Vegas,Jessica,5,0
2972,Sparrow + Wolf,Taylor,5,56
2973,Bajamar Seafood & Tacos,Cindy,4,4
2974,Carson Kitchen,Mayssa,5,1
2975,Grabbagreen Food & Juice,Lauren,3,0
2976,Hofbräuhaus Las Vegas,Klair,4,3
2977,Pokeman,Irene,2,3
2978,Mordeo Boutique Wine Bar,Matthew,5,5
2979,Bajamar Seafood & Tacos,Alexandra,2,9
2980,Moko Ramen Bar,Jeff,4,1
2981,Sprouts Farmers Market,Paul,4,5
2982,Sawa Sushi,Mike,4,6
2983,SkinnyFATS,Micah,4,1
2984,Bouchon,Rye,5,0
2985,The Protein Source,Edgar,5,0
2986,AquaKnox,Linda,5,0
2987,Park on Fremont,Mayci,5,1
2988,Soho Japanese Restaurant,Hope,5,0
2989,Toast Society,Jessica,3,13
2992,Bouchon,Jacqueline,4,39
2993,Toast Society,Zachary,4,3
2994,House of Blues - Music Venue,Lori,4,21
2995,PBR Rock Bar & Grill,Samantha,3,0
2996,Sprouts Farmers Market,Andrew,5,0
2997,SkinnyFATS,Melissa,3,0
2998,Tom Colicchio's Heritage Steak,Beth,5,4
2999,Wolfgang Puck Bar & Grill Summerlin,Jovan,4,0
3000,Konbea Belt Sushi,Diana,4,16
3001,House of Blues - Music Venue,Jennifer,5,5
3002,Ocean One Bar and Grille,Laurie,3,7
3003,Park on Fremont,Kristi,3,5
3004,SkinnyFATS,Adrian,5,0
3005,Sushi Factory,Stefany,4,23
3006,Jjanga Steak & Sushi,Ching Ching,4,3
3007,Park on Fremont,Agnes,5,4
3008,Al's Garage,Sheila,4,23
3009,Tom Colicchio's Heritage Steak,Nicole,5,2
3010,Sweet Poké,Candice,5,1
3011,House of Blues - Music Venue,Robin,5,1
3012,Tea Lounge,Prisilla,5,2
3015,Sweets Raku,Terri,5,3
3016,Viva Mercado's Mexican Bar & Grill,Joiisey,3,3
3017,Gordon Biersch Brewery Restaurant,Crystal,5,0
3018,Toast Society,Rae,3,5
3019,Sushi Factory,Arlyn,5,0
3020,Jjanga Steak & Sushi,Glenn,3,0
3021,Fat Tuesday,Angela,4,6
3022,Blondies Sports Bar & Grill,Janice,3,44
3024,Bouchon,Evelyn,2,0
3025,PBR Rock Bar & Grill,Maurice,5,1
3026,Park on Fremont,Stella,5,1
3027,Ocean One Bar and Grille,Racheal,4,0
3028,Bouchon,Mark,5,1
3029,Giuseppes Bar & Grille Las Vegas,Annemarie,5,3
3030,SkinnyFATS,Jocelyn,4,13
3031,Agua El Manantial,Christine,5,0
3032,Tom Colicchio's Heritage Steak,Cecilia,4,7
3033,Sweet Poké,Marisa,4,0
3034,Park on Fremont,Georgette,4,4
3035,Starboard Tack,Marci,3,0
3036,House of Blues - Music Venue,Ashley,4,2
3037,Tea Lounge,Steff,4,3
3038,Sushi Factory,Diana,1,6
3039,Tea Lounge,Mary,4,11
3040,SkinnyFATS,Ilia,4,3
3041,Tea Lounge,Meri,5,43
3042,Umezono Sushi and Japanese Grill,Lisa,4,6
3043,Jjanga Steak & Sushi,Aimee,5,0
3045,Emeril's New Orleans Fish House,Melissa,4,3
3046,Jjanga Steak & Sushi,Megan,3,1
3047,Maggiano's,Hope,5,0
3048,Park on Fremont,Joel,4,0
3049,PBR Rock Bar & Grill,Kevin,1,0
3053,Starboard Tack,Christina,4,0
3056,Bouchon,Greg,5,1
3057,SkinnyFATS,Erica,5,1
3058,Applebee's Grill + Bar,Jose,4,0
3059,Starboard Tack,Susan,5,105
3060,SkinnyFATS,Mallory,2,1
3061,Applebee's Grill + Bar,Demetria,5,3
3062,Tropical Smoothie Cafe,Anahita,5,0
3064,Konbea Belt Sushi,Richard,3,0
3065,Sweets Raku,Lauren,3,0
3066,Trattoria Reggiano,Larry,5,0
3067,Soho Japanese Restaurant,Steven,4,8
3068,Tea Lounge,Maggie,4,2
3069,Tea Lounge,Tiffany,5,4
3070,Konbea Belt Sushi,Christy,3,1
3071,Park on Fremont,Sarah,5,0
3072,Sweets Raku,Ruth,5,0
3073,Pinches Tacos,Mayci,3,3
3074,Toast Society,Marissa,5,8
3075,Sweets Raku,CiCi,5,1
3076,Sweets Raku,Eileen,5,3
3077,Ocean One Bar and Grille,Allyson,3,0
3078,Emeril's New Orleans Fish House,Mark,5,0
3079,Toast Society,Lyra,3,7
3080,Maggiano's,Dominique,4,9
3081,Sweets Raku,Mark,5,1
3082,Sagos Baja Tavern & Lounge,Madeline,5,0
3083,PBR Rock Bar & Grill,Kimberly,4,3
3084,House of Blues - Music Venue,Lorri,4,1
3085,Sushi Factory,Sharon,5,3
3086,SkinnyFATS,Lindsey,5,4
3088,Sweets Raku,Jason,3,4
3089,Tom Colicchio's Heritage Steak,Helen,3,1
3090,SkinnyFATS,Amber,5,0
3091,SkinnyFATS,Cathy,4,13
3092,Gordon Biersch Brewery Restaurant,Lisa,4,11
3093,Tropical Smoothie Cafe,Sandy,5,18
3094,Ocean One Bar and Grille,Mayci,4,2
3095,Park on Fremont,Chuck,4,1
3096,Park on Fremont,Nelson,5,0
3097,Jjanga Steak & Sushi,Rainier,4,0
3098,SkinnyFATS,Daniel,4,6
3099,Ocean One Bar and Grille,An,3,0
3100,Soho Japanese Restaurant,Matt,2,0
3101,Bouchon,Ryan,5,0
3102,Ocean One Bar and Grille,Nancy,5,4
3103,Sushi Factory,Trixie,4,18
3104,Konbea Belt Sushi,Julianne,1,14
3106,Hanabi Sushi and Rolls,Adam,4,0
3107,Wolfgang Puck Bar & Grill Summerlin,Ashley,3,1
3108,Emeril's New Orleans Fish House,Aaron,3,84
3109,Ocean One Bar and Grille,Lizzy,4,1
3110,SkinnyFATS,Manny,5,0
3111,Konbea Belt Sushi,Ciara,1,9
3112,Emeril's New Orleans Fish House,Brent,4,3
3113,Blondies Sports Bar & Grill,Danny,2,1
3114,SkinnyFATS,Jassmynn,5,0
3115,Jjanga Steak & Sushi,Larry,3,0
3117,Tea Lounge,Andrew,5,0
3118,Gordon Biersch Brewery Restaurant,Pilar,5,0
3119,Moko Ramen Bar,Tom,5,1
3120,SkinnyFATS,Trisdon,3,2
3121,Soho Japanese Restaurant,Kathy,5,13
3122,The Urban Lounge Las Vegas,Alexander,3,13
3123,Sweets Raku,Johanna,5,13
3124,Park on Fremont,Alexander,3,17
3125,Toast Society,Alexandra,5,14
3126,House of Blues - Music Venue,Edith,4,3
3128,AquaKnox,Niki,4,0
3129,Applebee's Grill + Bar,Rudy,4,1
3130,Sweet Poké,Jane,4,0
3131,Sushi Factory,Kimberly,4,3
3132,Centerfolds Cabaret LV,Yulia,5,1
3133,Bouchon,Karen,3,2
3134,SkinnyFATS,Jet,5,0
3135,AquaKnox,Stephanie,4,0
3136,PBR Rock Bar & Grill,Betsy,4,0
3137,Sprouts Farmers Market,Nelson,4,27
3139,Maggiano's,Paul,3,0
3140,PBR Rock Bar & Grill,Lori,4,1
3141,Bouchon,Kaci,4,0
3142,Sweets Raku,Jeffrey,5,0
3143,Rocky's Bar and Grill,James,5,0
3144,Bowlology,Stefany,3,26
3145,Sushi Factory,Noelle,3,1
3146,Viva Mercado's Mexican Bar & Grill,Amanda,5,15
3147,SkinnyFATS,Hunter,4,0
3148,Sprouts Farmers Market,Christy,5,1
3149,Soho Japanese Restaurant,Alice,5,5
3150,Bouchon,Mike,4,1
3151,Little Crown & Anchor Pub,Monique,4,2
3152,Toast Society,Elizabeth,5,8
3153,Little Rainbow Café,Elizabeth,5,18
3154,Maggiano's,Nancie,4,0
3155,Soho Japanese Restaurant,Andrew,4,10
3156,Ocean One Bar and Grille,Karo,5,16
3158,Sweets Raku,Cindy,4,0
3159,SkinnyFATS,Gustavo,4,0
3160,Sweets Raku,Kevin,4,0
3161,Musashi Japanese Steakhouse,Casey,5,6
3162,Ocean One Bar and Grille,Jay,4,0
3163,Bouchon,Casey,4,10
3164,Toast Society,Stefany,4,31
3165,Bouchon,Sara,4,0
3166,Toast Society,Joe,5,4
3167,Jjanga Steak & Sushi,Kim,5,0
3168,Emeril's New Orleans Fish House,Michael,5,0
3169,Tropical Smoothie Cafe,Christine,5,63
3170,Tea Lounge,Catherine,4,0
3171,PBR Rock Bar & Grill,Rebecca,2,0
3172,Emeril's New Orleans Fish House,Sheila,2,1
3173,SkinnyFATS,Timmy,5,5
3174,Moko Ramen Bar,Adam,2,1
3175,Ocean One Bar and Grille,Ly,3,0
3176,Sushi Tower & Steakhouse,Kara,5,12
3177,Ocean One Bar and Grille,Amanda,4,0
3178,Moko Ramen Bar,Erika,3,5
3179,Sweets Raku,Alisa,5,0
3181,Timbers - Novat,Sam,5,3
3182,Sweets Raku,Katy,5,4
3183,Sweets Raku,Philip,4,0
3184,Bouchon,Alicia,5,0
3185,Toast Society,Lauren,5,11
3186,Bouchon,Veronica,3,0
3187,Starboard Tack,Larry,5,0
3188,Pinches Tacos,Krysty,2,5
3189,Tea Lounge,Jason,5,0
3190,Gordon Biersch Brewery Restaurant,David,5,12
3191,Bouchon,Jennie,5,2
3192,Park on Fremont,Bobby,5,5
3193,Ocean One Bar and Grille,Jeannette,4,6
3194,Park on Fremont,Cassia,4,0
3195,Toast Society,Steve,5,5
3196,Sweets Raku,Troi,3,2
3197,SkinnyFATS,Kevin,4,0
3198,Tea Lounge,Eunice,5,4
3199,The Protein Source,Ysabel,4,4
3201,SkinnyFATS,Em,5,0
3202,Viva Café,Yushan,4,15
3203,PBR Rock Bar & Grill,Christina,3,0
3204,Bouchon,Isaiah,5,4
3205,SkinnyFATS,Sarah,5,0
3207,SkinnyFATS,Ian,5,0
3208,Strip View Cafe,Mary Ann,4,0
3209,Tea Lounge,Jodi,5,0
3210,Blondies Sports Bar & Grill,Jasmine,5,0
3211,Toast Society,Cheyenne,5,6
3212,Jjanga Steak & Sushi,Sabrina,5,6
3213,Konbea Belt Sushi,Annika,3,18
3214,Bouchon,Vanessa,4,0
3215,Ocean One Bar and Grille,John,4,0
3216,Toast Society,Riley,4,3
3217,Jjanga Steak & Sushi,Jess,4,1
3218,Emeril's New Orleans Fish House,Margaret,4,3
3220,Bouchon,Celine,4,5
3221,Maggiano's,Ta'Brechi,5,6
3222,Ocean One Bar and Grille,Livi,5,0
3223,Sweet Poké,William,4,4
3224,Wolfgang Puck Bar & Grill Summerlin,Victoria,4,1
3225,SkinnyFATS,Nicole,3,0
3227,Soho Japanese Restaurant,Carter,5,4
3228,Emeril's New Orleans Fish House,Grace,5,0
3229,SkinnyFATS,Jennifer,5,37
3230,Sweets Raku,Andy,4,9
3231,Wolfgang Puck Bar & Grill Summerlin,Mary,3,6
3232,Wolfgang Puck Bar & Grill Summerlin,Tabitha,4,2
3233,Emeril's New Orleans Fish House,Mary,1,5
3235,AquaKnox,Clara,5,4
3236,Sweets Raku,Maling,5,0
3238,Applebee's Grill + Bar,Avner,2,22
3239,Sweets Raku,Ann,4,0
3240,Tropical Smoothie Cafe,Hazzel,3,43
3241,Konbea Belt Sushi,Erika,2,15
3242,The Urban Lounge Las Vegas,Karen,4,4
3243,Park on Fremont,Judy,4,0
3244,Sushi Factory,Ashley,4,0
3245,SkinnyFATS,Lisa,5,1
3246,Bowlology,Amanda,2,9
3248,Wolfgang Puck Bar & Grill Summerlin,Justin,4,2
3250,SkinnyFATS,Ashley,3,0
3251,Wolfgang Puck Bar & Grill Summerlin,Shannon,5,2
3252,Bowlology,Jenna-Lynn,5,0
3253,House of Blues - Music Venue,Jamila,2,12
3254,Tea Lounge,Rio,5,10
3255,Starboard Tack,Erika,4,7
3256,Toast Society,Priscilla,4,6
3257,Tea Lounge,Van,5,115
3258,Konbea Belt Sushi,Doriee,2,7
3260,Ocean One Bar and Grille,Stacey,5,2
3261,Bouchon,Gracie,4,10
3262,PBR Rock Bar & Grill,Chris,3,38
3264,Trattoria Reggiano,Francine,4,36
3265,Umezono Sushi and Japanese Grill,Theresa,4,10
3266,Park on Fremont,Christina,5,0
3267,Bouchon,Carlos,5,0
3268,Sweets Raku,Ivan,5,0
3269,Ocean One Bar and Grille,Jackie,3,12
3270,Sushi Factory,Wen,5,0
3271,Trattoria Reggiano,Shabnam,5,0
3272,SkinnyFATS,Bob,4,6
3273,Park on Fremont,Ashley,2,2
3274,Bouchon,Asha,3,0
3275,Pt's Pub,Ana,5,10
3276,Ocean One Bar and Grille,Josie,5,15
3278,Sushi Factory,Troi,4,9
3279,Jjanga Steak & Sushi,Jeremy,5,4
3280,Sweets Raku,Mimi,5,103
3282,Bouchon,Elizabeth,5,2
3283,House of Blues - Music Venue,Keturah,4,3
3284,Soho Japanese Restaurant,Leslie,5,9
3285,SkinnyFATS,Alex,4,2
3286,Ocean One Bar and Grille,Sarlyn,5,3
3287,Soho Japanese Restaurant,King,5,2
3288,Sweets Raku,Vanessa,4,5
3289,SkinnyFATS,Narine,5,3
3290,Gordon Biersch Brewery Restaurant,Yulia,5,0
3291,SkinnyFATS,Sierra,4,2
3292,Konbea Belt Sushi,Donna,3,2
3293,SkinnyFATS,Rachel,4,3
3294,Bouchon,Carrie,5,3
3296,PBR Rock Bar & Grill,Lillian Faye,4,0
3297,SkinnyFATS,Chris,4,8
3298,Umezono Sushi and Japanese Grill,George,5,11
3299,Holo Holo,Michelle,5,67
3300,Tropical Smoothie Cafe,Joe,2,5
3301,SkinnyFATS,Andrea,5,1
3302,Maggiano's,Steven,5,0
3303,Orange Julius / Dairy Queen,Amber,5,21
3304,Pinches Tacos,Jhordan,5,0
3305,Sweets Raku,Jane,3,1
3306,Bouchon,Sunaina,2,3
3307,Sushi Factory,Lia,4,6
3308,Sweets Raku,Andrea,5,2
3309,SkinnyFATS,Matt,5,5
3310,Applebee's Grill + Bar,Kevin,5,0
3311,Maggiano's,Adam,4,1
3312,Tea Lounge,Yu,4,0
3313,Sushi Factory,Shun,3,3
3314,Jjanga Steak & Sushi,Alison,4,9
3315,Bouchon,Nil,4,1
3316,Tom Colicchio's Heritage Steak,Dianna,3,2
3317,Pinches Tacos,Gary FX,4,2
3318,Ocean One Bar and Grille,Susanna,5,2
3319,Timbers - Novat,LuLu,4,0
3320,PBR Rock Bar & Grill,Abigail,3,0
3321,Ocean One Bar and Grille,Antoine,4,3
3322,AquaKnox,Jeff,5,7
3323,SkinnyFATS,Lourdes,4,20
3324,Sporting Life Bar,gary,4,0
3325,SkinnyFATS,Leidys,2,1
3327,Wolfgang Puck Bar & Grill Summerlin,Jo,3,0
3328,Ocean One Bar and Grille,Lisa,4,1
3329,Bouchon,Nick,4,0
3330,Maggiano's,Denise,4,1
3331,Ocean One Bar and Grille,Chuck,3,0
3332,Blue Ox Tavern,Patrick,4,3
3333,Starboard Tack,Jazz,5,1
3335,Tea Lounge,Valerie,5,0
3336,SkinnyFATS,Harry,5,0
3337,Bouchon,Bridget,5,1
3339,SkinnyFATS,Angelica,2,0
3340,Jjanga Steak & Sushi,Troi,2,0
3341,AquaKnox,Tiff,4,0
3342,Emeril's New Orleans Fish House,Denaire,5,1
3343,Bouchon,Kim,3,1
3344,Blondies Sports Bar & Grill,Hunter,3,0
3345,Sweets Raku,Bryan,5,7
3346,Sushi Factory,Miriam,3,3
3347,Starboard Tack,William,4,7
3348,SkinnyFATS,Helen,5,0
3349,Toast Society,Keilyn,5,5
3350,Toast Society,Ricamae,4,16
3351,Sweets Raku,Lillian,3,0
3352,Sweets Raku,Kim,5,3
3353,Tom Colicchio's Heritage Steak,Michelle,4,0
3354,Sweets Raku,Aseem,5,0
3355,Trattoria Reggiano,Dennis,5,0
3356,Tea Lounge,Miriam,5,4
3357,Pt's Gold,Melissa,1,5
3358,PBR Rock Bar & Grill,Caroline,3,3
3359,Musashi Japanese Steakhouse,Diana,5,0
3360,Sushi Factory,Eldine,4,0
3361,Viva Mercado's Mexican Bar & Grill,Gretchen,5,3
3362,Ocean One Bar and Grille,Allicia,5,0
3364,Jjanga Steak & Sushi,Bob,5,4
3365,Sushi Factory,Chris,4,27
3366,Bouchon,Jonathan,5,0
3367,AquaKnox,Patrick,3,0
3368,Pinches Tacos,Annemarie,5,1
3370,Emeril's New Orleans Fish House,Chris,3,0
3371,Emeril's New Orleans Fish House,MJ,4,1
3372,SkinnyFATS,David,4,0
3373,Rocky's Bar and Grill,Sharnei,3,0
3374,Bouchon,Jeanette,5,0
3375,Sweets Raku,Vi,4,0
3376,Park on Fremont,Heidi,4,4
3377,Bouchon,Jack,3,0
3378,Little Crown & Anchor Pub,Bill,5,0
3379,Trattoria Reggiano,Rolly,3,1
3380,Fat Tuesday,Tiffany,5,0
3381,Konbea Belt Sushi,Margaret Grace,4,11
3382,Sawa Sushi,sarah,3,3
3383,The Tavern,Tito,4,1
3385,Park on Fremont,Blair,5,1
3386,House of Blues - Music Venue,Christina,4,1
3388,Bouchon,Clarissa,4,43
3389,Wolfgang Puck Bar & Grill Summerlin,Amber,4,3
3390,Konbea Belt Sushi,Tiara,4,8
3391,AquaKnox,Jocey,5,0
3392,Pinches Tacos,Kim,4,2
3393,Ocean One Bar and Grille,Sarah,2,2
3394,SkinnyFATS,Kari,5,0
3395,Jjanga Steak & Sushi,Alex,5,0
3396,Konbea Belt Sushi,Rowena,3,2
3397,Park on Fremont,Michael,4,4
3398,Giuseppes Bar & Grille Las Vegas,Janis,3,1
3399,Park on Fremont,Tiffany,4,0
3400,Fat Tuesday,Mabelle,5,1
3401,Maggiano's,Jay,1,4
3402,Wolfgang Puck Bar & Grill Summerlin,Kathleen,4,0
3403,Krazy Sushi,Zara-Maria,5,42
3404,AquaKnox,Kimberly,2,0
3405,AquaKnox,Tina,5,4
3406,Sweets Raku,Alex,5,2
3407,Bouchon,Brian,5,6
3408,House of Blues - Music Venue,Jones,4,7
3409,Hanabi Sushi and Rolls,Troi,3,1
3410,Ocean One Bar and Grille,Sue,3,0
3411,SkinnyFATS,Collin,3,0
3412,Bouchon,James,1,7
3413,Soho Japanese Restaurant,Emeri,5,3
3414,Wolfgang Puck Bar & Grill Summerlin,Emilee,4,0
3415,Park on Fremont,Crystal,5,2
3416,Pinches Tacos,Alice,4,1
3417,Krazy Sushi,Steven,4,0
3419,PBR Rock Bar & Grill,Katia,2,0
3420,Wolfgang Puck Bar & Grill Summerlin,Bailey,1,31
3421,Sweets Raku,Sonya,2,1
3422,Sweets Raku,Louis,5,1
3424,Sweets Raku,Ward,5,24
3425,Sweets Raku,Mary Ann,4,0
3426,Strip View Cafe,Lyn,5,0
3427,Gordon Biersch Brewery Restaurant,Luisa,5,10
3428,House of Blues - Music Venue,Janet,5,4
3429,Bouchon,Opal,5,2
3430,Park on Fremont,Kelly,4,4
3431,Fat Tuesday,Elayna,4,0
3432,Emeril's New Orleans Fish House,Lyna,5,2
3433,SkinnyFATS,April,5,1
3434,SkinnyFATS,Marcos,5,2
3435,SkinnyFATS,Preston,5,0
3436,Ocean One Bar and Grille,Jean,4,11
3437,SkinnyFATS,Danna,4,0
3438,Bouchon,Kevin,5,3
3439,Musashi Japanese Steakhouse,Patrick,4,0
3440,Bouchon,Stephanie,5,0
3441,Sweets Raku,Ted,3,0
3442,Umezono Sushi and Japanese Grill,Ciara,5,9
3443,PBR Rock Bar & Grill,Demond,4,4
